OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type,school_id,school_code,school_name,principal_name,sector,network,network_from_pdf,city_council_district,grades_served,admission_category,report_type,enrollment_oct1,students_served_full_year,pct_american_indian,pct_asian,pct_black,pct_hispanic,pct_multiracial,pct_pacific_islander,pct_white,pct_iep,pct_english_learners,pct_economically_disadvantaged,student_attendance_2324,teacher_attendance_2324,pct_attend_95plus,pct_attend_90plus,dropouts_2324,graduation_rate_2324,keystone_algebra_2324,keystone_biology_2324,keystone_literature_2324,pssa_grade3_reading,pssa_grade3_8_reading,pssa_grade3_math,pssa_grade3_8_math,pssa_science,nocti_2324,pdf_url
101096316,5/5/2023,PreK-12 Online Learning,Adult,PreK-12 (Modig),Overbrook Elementary School,19151,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,4370,4370,Overbrook Elementary School,"Kenneth Glover
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,213,243.0,0.5,0.0,93.0,3.3,1.9,0.0,1.4,20.2,1.4,78.9,53.9,88.9,29.6,53.9,0.0,,,,,,29.6,,11.2,38.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4370%5D_SP_SPREE_SPOTlight.pdf
101098347,6/1/2023,Gallery Lessons,Adult,PreK-12 Free,Murrell Dobbins Career and Technical High School,19132,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,4060,4060,Murrell Dobbins Career and Technical Education High School,"Shervon Thompson
Sector District",District,Network 13,Network 13,District 5,9-12,Citywide,High School,766,786.0,0.0,0.4,89.3,6.8,2.6,0.0,0.9,18.9,2.0,90.3,35.2,81.0,13.9,35.2,23.0,84.3,0.6,5.8,15.3,,,,,,48.8,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4060%5D_SP_SPREE_SPOTlight.pdf
101100803,6/1/2023,Gallery Lessons,Adult,PreK-12 Free,William L. Sayre High School,19139,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,1100,1100,William L. Sayre High School,"Jamie Eberle
Sector District",District,Network 12,Network 12,District 3,9-12,Catchment,High School,423,544.0,0.2,0.5,90.5,3.6,4.5,0.0,0.7,38.5,3.3,85.1,42.8,85.3,24.6,42.8,14.0,81.4,5.0,10.3,25.5,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1100%5D_SP_SPREE_SPOTlight.pdf
101100803,6/8/2023,Gallery Lessons,Adult,PreK-12 Free,William L. Sayre High School,19139,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,1100,1100,William L. Sayre High School,"Jamie Eberle
Sector District",District,Network 12,Network 12,District 3,9-12,Catchment,High School,423,544.0,0.2,0.5,90.5,3.6,4.5,0.0,0.7,38.5,3.3,85.1,42.8,85.3,24.6,42.8,14.0,81.4,5.0,10.3,25.5,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1100%5D_SP_SPREE_SPOTlight.pdf
101102401,5/30/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Cook-Wissahickon School,19128-3763,Philadelphia,2,PA,Philadelphia City SD,Public,6410,6410,Cook-Wissahickon School,"Michael Lowe
Sector District",District,Network 5,Network 5,District 4,K-8,Catchment,High School,396,425.0,0.3,1.0,33.8,11.1,11.9,0.3,41.7,24.2,4.3,55.6,86.1,80.7,59.3,86.1,0.0,,,,,57.8,54.1,71.1,43.0,60.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6410%5D_SP_SPREE_SPOTlight.pdf
101102401,6/5/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Cook-Wissahickon School,19128-3763,Philadelphia,2,PA,Philadelphia City SD,Public,6410,6410,Cook-Wissahickon School,"Michael Lowe
Sector District",District,Network 5,Network 5,District 4,K-8,Catchment,High School,396,425.0,0.3,1.0,33.8,11.1,11.9,0.3,41.7,24.2,4.3,55.6,86.1,80.7,59.3,86.1,0.0,,,,,57.8,54.1,71.1,43.0,60.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6410%5D_SP_SPREE_SPOTlight.pdf
101102704,5/4/2023,Gallery Lessons,Adult,PreK-12 Free,Arts Academy at Benjamin Rush,19154-3516,Philadelphia,6,PA,Philadelphia City SD,Public,8040,8040,Arts Academy at Rush High School,"Latoyia Bailey
Sector District",District,Network 15,Network 15,District 10,9-12,Criteria,High School,583,591.0,0.0,8.8,23.2,19.7,6.4,0.5,41.5,8.1,5.3,52.8,76.3,87.5,45.4,76.3,1.0,99.3,49.6,60.6,80.3,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8040%5D_SP_SPREE_SPOTlight.pdf
101104022,6/22/2023,Gallery Lessons,Adult,PreK-12,Clementine Montessori School,19103,Philadelphia,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108701,5/26/2023,Admission,Adult,PreK-12,The Episcopal Academy,19073-1300,Newtown Square,2,PA,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108801,6/2/2023,Admission,Adult,PreK-12,Wyoming Area Sec Ctr,18612,Exeter,4,Pennsylvania,Wyoming Area SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101110616,5/12/2023,Admission,Adult,PreK-12,Central Bucks HS-West,18901,Doylestown,2,Pennsylvania,Central Bucks SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101110905,4/13/2023,Gallery Lessons,Adult,PreK-12,The Grayson School,19343,Radnor,4,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101111301,4/19/2023,Gallery Lessons,Adult,PreK-12,St. Peter's School,19147,Philadelphia,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101111306,4/27/2023,Admission,Adult,PreK-12,Penns Valley Area JSHS,16875,Spring Mills,2,Pennsylvania,Penns Valley Area SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101118507,6/1/2023,Gallery Lessons,Adult,PreK-12 Free,Crossroads at Hunting Park,19140,Philadelphia,8,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101120123,4/24/2023,Admission,Adult,PreK-12,Raritan HS,7730,Hazlet,2,Pennsylvania,Hazlet Board of Education,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101121205,4/24/2023,Gallery Lessons,Adult,PreK-12,Methacton HS,19403-1048,Eagleville,3,PA,Methacton SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101121305,5/23/2023,Gallery Lessons,Adult,PreK-12 Free,Kennedy C. Crossan School,19111,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public,8230,8230,Kennedy C. Crossan School,"Khadijah Bright
Sector District",District,Network 10,Network 10,District 10,K-5,Catchment,High School,318,352.0,0.0,10.4,35.2,27.4,2.8,0.0,24.2,13.8,22.3,70.4,72.7,81.0,45.2,72.7,23.0,,,,,29.7,32.3,27.0,29.1,65.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8230%5D_SP_SPREE_SPOTlight.pdf
101122599,6/6/2023,Gallery Lessons,Adult,PreK-12 Free,Eliza B. Kirkbride School,19147-6410,Philadelphia,5,PA,Philadelphia City SD,Public,2580,2580,Eliza B. Kirkbride School,"Rebecca Julien
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,476,518.0,0.0,23.1,4.8,53.2,4.4,0.0,14.5,17.0,48.5,73.3,86.3,81.6,61.4,86.3,0.0,,,,,42.9,41.1,34.7,29.8,55.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2580%5D_SP_SPREE_SPOTlight.pdf
101124622,5/30/2023,Gallery Lessons,Adult,PreK-12 Free,Anna L. Lingelbach School,19144-3113,Philadelphia,4,PA,Philadelphia City SD,Public,6440,6440,Anna L. Lingelbach School,"Lisa Waddell
Sector District",District,Network 6,Network 6,District 8,K-8,Catchment,High School,332,360.0,0.3,0.9,75.0,6.0,2.1,0.0,15.7,16.6,5.7,68.7,75.8,88.5,48.6,75.8,0.0,,,,,59.5,39.5,54.8,28.2,43.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6440%5D_SP_SPREE_SPOTlight.pdf
101128703,6/1/2023,Gallery Lessons,Adult,PreK-12 Free,Henry H. Houston School,19119,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,6260,6260,Henry H. Houston School,"Leroy Hall
Sector District",District,Network 6,Network 6,District 8,K-8,Catchment,High School,421,447.0,0.2,0.5,70.1,3.8,2.9,0.0,22.6,22.6,0.5,55.8,78.1,82.8,49.2,78.1,0.0,,,,,50.0,41.1,45.7,28.5,46.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6260%5D_SP_SPREE_SPOTlight.pdf
101133815,6/8/2023,Gallery Lessons,Adult,PreK-12,Hill Top Preparatory School,19010,Bryn Mawr,2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101140447,5/15/2023,Admission,Adult,PreK-12,Pittston Area SHS,18640,Yatesville,3,Pennsylvania,Pittston Area SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101140606,5/25/2023,Gallery Lessons,Adult,PreK-12 Free,Samuel Powel School,19104,Philadelphia,6,Pennsylvania,Philadelphia City SD,Public,1390,1390,Samuel Powel School,"Kimberly Ellerbee
Sector District",District,Network 3,Network 3,District 3,K-4,Catchment,High School,312,323.0,0.6,4.5,59.9,5.1,4.2,0.0,25.6,22.8,2.2,53.9,80.5,81.8,56.0,80.5,23.0,,,,,60.4,63.0,45.8,60.9,84.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1390%5D_SP_SPREE_SPOTlight.pdf
101145140,5/24/2023,Gallery Lessons,Adult,PreK-12,St. Peter's School,19147,Philadelphia,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101146107,6/7/2023,Gallery Lessons,Adult,PreK-12 Free,John H. Webster School,19134-2651,Philadelphia,5,PA,Philadelphia City SD,Public,5590,5590,John H. Webster School,"Sherri Arabia
Sector District",District,Network 9,Network 9,District 6,K-5,Catchment,High School,471,522.0,0.4,0.4,30.4,54.6,4.0,0.0,10.2,27.0,10.2,85.6,50.2,86.7,23.8,50.2,23.0,,,,,30.3,23.2,21.2,15.5,47.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5590%5D_SP_SPREE_SPOTlight.pdf
101146721,6/8/2023,Gallery Lessons,Adult,PreK-12 Free,John H. Webster School,19134-2651,Philadelphia,3,PA,Philadelphia City SD,Public,5590,5590,John H. Webster School,"Sherri Arabia
Sector District",District,Network 9,Network 9,District 6,K-5,Catchment,High School,471,522.0,0.4,0.4,30.4,54.6,4.0,0.0,10.2,27.0,10.2,85.6,50.2,86.7,23.8,50.2,23.0,,,,,30.3,23.2,21.2,15.5,47.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5590%5D_SP_SPREE_SPOTlight.pdf
101147004,5/25/2023,Admission,Adult,PreK-12,Haverford SHS,19083-3718,Havertown,5,PA,Haverford Township SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101147108,5/25/2023,Admission,Adult,PreK-12 Free,Thomas Holme School,19114,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,8270,8270,Thomas Holme School,"Micah Winterstein
Sector District",District,Network 11,Network 11,District 6,K-8,Catchment,High School,734,796.0,0.3,13.8,19.2,28.6,6.5,0.1,31.5,23.2,26.0,74.1,64.8,78.9,32.8,64.8,0.0,,,,,32.2,37.0,29.5,27.7,49.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8270%5D_SP_SPREE_SPOTlight.pdf
101148503,5/15/2023,Admission,Adult,PreK-12,Church Farm School,19341-2818,Exton,1,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101148613,6/6/2023,Gallery Lessons,Adult,PreK-12 Free,Baldi School,19115-3609,Philadelphia,4,PA,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101152235,7/20/2023,Gallery Lessons,Adult,PreK-12,College Settlement Camp,19044,Horsham,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101155104,7/6/2023,Gallery Lessons,Adult,PreK-12,College Settlement Camp,19044,Horsham,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101155105,8/3/2023,Gallery Lessons,Adult,PreK-12,College Settlement Camp,19044,Horsham,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101161607,5/25/2023,Gallery Lessons,Adult,PreK-12 Free,Samuel Powel School,19104,Philadelphia,6,Pennsylvania,Philadelphia City SD,Public,1390,1390,Samuel Powel School,"Kimberly Ellerbee
Sector District",District,Network 3,Network 3,District 3,K-4,Catchment,High School,312,323.0,0.6,4.5,59.9,5.1,4.2,0.0,25.6,22.8,2.2,53.9,80.5,81.8,56.0,80.5,23.0,,,,,60.4,63.0,45.8,60.9,84.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1390%5D_SP_SPREE_SPOTlight.pdf
101168701,7/20/2023,Gallery Lessons,Adult,PreK-12,College Settlement Camp,19044,Horsham,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101168701,7/6/2023,Gallery Lessons,Adult,PreK-12,College Settlement Camp,19044,Horsham,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101168701,8/3/2023,Gallery Lessons,Adult,PreK-12,College Settlement Camp,19044,Horsham,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101168801,6/1/2023,Admission,Member Adult,PreK-12,Friends Select School,19103-1222,Philadelphia,1,PA,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101168902,6/2/2023,Admission,Adult,PreK-12,The Brooklyn Waldorf School,11237,Brooklyn,2,New York,Unaffiliated,Private ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101199705,8/11/2023,Gallery Lessons,Adult,PreK-12,Clementine Montessori School,19103,Philadelphia,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101218816,7/27/2023,Gallery Lessons,Adult,PreK-12,Kidz 1st Stepz Child Care Center,19144,Philadelphia,3,Pennsylvania,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101242966,7/29/2023,Admission,Adult,PreK-12 Free,Art Buds,19139,Philadelphia,5,Pennsylvania,Unaffiliated,Afterschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101248666,8/4/2023,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,5,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101248736,8/1/2023,Gallery Lessons,Adult,PreK-12 Free,"Community Action Agency of Delaware County, Inc.",19013,Chester,3,Pennsylvania,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101248870,8/3/2023,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,3,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101248871,8/4/2023,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,2,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101248876,8/4/2023,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,5,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101248878,8/4/2023,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,5,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101249339,8/4/2023,PreK-12 In-School Post-Visit Lessons,Member Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,2,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101252801,8/1/2023,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,2,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101295802,8/21/2023,Admission,Senior,PreK-12 Free,Philadelphia Museum of Art,19101-7646,Philadelphia,1,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101307662,9/11/2023,Gallery Lessons,Adult,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,5,PA,Unaffiliated,Charter,3336,3336,Philadelphia Performing Arts Charter School,"Angela Puleio
Sector Charter",Charter,Charters,Charters,District 2,K-12,Citywide,High School,2637,,0.2,15.1,33.5,12.6,8.0,0.0,30.7,,10.3,71.7,90.1,,76.6,90.1,0.0,99.3,30.6,43.9,52.1,61.9,55.5,53.9,35.4,61.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3336%5D_SP_SPREE_SPOTlight.pdf
101311737,9/11/2023,Gallery Lessons,Adult,PreK-12,Friends Central School,19096,Wynnewood,2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101316648,10/2/2023,Gallery Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,2,PA,Unaffiliated,Charter,3409,3409,Mastery Charter School at Smedley,Joel Boyd,Charter,Charters,Charters,District 7,K-6,Catchment,High School,782,797.0,0.4,0.3,61.1,31.1,4.1,0.3,2.8,28.3,5.9,98.3,,,41.8,72.3,,,,,,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3409%5D_SP_SPREE_SPOTlight.pdf
101319709,11/28/2023,Gallery Lessons,Adult,PreK-12,Princeton Montessori School,8540,Princeton,3,New Jersey,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101320601,10/16/2023,Gallery Lessons,Adult,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,1350,1350,William C. Longstreth School,"Nicole Harris
Sector District",District,Network 1,Network 1,District 3,K-8,Catchment,High School,248,307.0,0.4,0.0,94.8,3.2,0.8,0.0,0.8,34.7,2.0,87.9,47.2,78.3,25.1,47.2,0.0,,,,,8.3,15.6,,0.6,25.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1350%5D_SP_SPREE_SPOTlight.pdf
101320602,1/8/2024,Gallery Lessons,Adult,PreK-12,Downingtown HS West Campus,19335,Downingtown,3,Pennsylvania,Downingtown Area SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101320701,10/9/2023,Gallery Lessons,Adult,PreK-12,Ancillae Assumpta Academy,19095,Wyncote,10,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101322707,10/3/2023,Gallery Lessons,Adult,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,4,PA,Unaffiliated,Charter,3336,3336,Philadelphia Performing Arts Charter School,"Angela Puleio
Sector Charter",Charter,Charters,Charters,District 2,K-12,Citywide,High School,2637,,0.2,15.1,33.5,12.6,8.0,0.0,30.7,,10.3,71.7,90.1,,76.6,90.1,0.0,99.3,30.6,43.9,52.1,61.9,55.5,53.9,35.4,61.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3336%5D_SP_SPREE_SPOTlight.pdf
101322707,10/5/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,4,PA,Unaffiliated,Charter,3336,3336,Philadelphia Performing Arts Charter School,"Angela Puleio
Sector Charter",Charter,Charters,Charters,District 2,K-12,Citywide,High School,2637,,0.2,15.1,33.5,12.6,8.0,0.0,30.7,,10.3,71.7,90.1,,76.6,90.1,0.0,99.3,30.6,43.9,52.1,61.9,55.5,53.9,35.4,61.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3336%5D_SP_SPREE_SPOTlight.pdf
101322707,10/6/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,4,PA,Unaffiliated,Charter,3336,3336,Philadelphia Performing Arts Charter School,"Angela Puleio
Sector Charter",Charter,Charters,Charters,District 2,K-12,Citywide,High School,2637,,0.2,15.1,33.5,12.6,8.0,0.0,30.7,,10.3,71.7,90.1,,76.6,90.1,0.0,99.3,30.6,43.9,52.1,61.9,55.5,53.9,35.4,61.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3336%5D_SP_SPREE_SPOTlight.pdf
101328402,9/11/2023,Admission,Adult,PreK-12 Free,Friends Central School,19096,Wynnewood,2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101328635,11/16/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Russell Byers CS,19103,Philadelphia,5,Pennsylvania,Unaffiliated,Charter,3360,3360,Russell Byers Charter School,"Corey Turkish
Sector Charter",Charter,Charters,Charters,District 5,K-8,Citywide,High School,671,687.0,0.2,0.5,94.5,2.2,1.0,0.0,1.6,23.4,0.8,100.0,67.1,,33.2,67.1,0.0,,,,,31.9,26.7,16.9,7.9,35.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3360%5D_SP_SPREE_SPOTlight.pdf
101328635,11/8/2023,Gallery Lessons,Adult,PreK-12 Free,Russell Byers CS,19103,Philadelphia,5,Pennsylvania,Unaffiliated,Charter,3360,3360,Russell Byers Charter School,"Corey Turkish
Sector Charter",Charter,Charters,Charters,District 5,K-8,Citywide,High School,671,687.0,0.2,0.5,94.5,2.2,1.0,0.0,1.6,23.4,0.8,100.0,67.1,,33.2,67.1,0.0,,,,,31.9,26.7,16.9,7.9,35.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3360%5D_SP_SPREE_SPOTlight.pdf
101328635,11/9/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Russell Byers CS,19103,Philadelphia,5,Pennsylvania,Unaffiliated,Charter,3360,3360,Russell Byers Charter School,"Corey Turkish
Sector Charter",Charter,Charters,Charters,District 5,K-8,Citywide,High School,671,687.0,0.2,0.5,94.5,2.2,1.0,0.0,1.6,23.4,0.8,100.0,67.1,,33.2,67.1,0.0,,,,,31.9,26.7,16.9,7.9,35.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3360%5D_SP_SPREE_SPOTlight.pdf
101335307,10/26/2023,Admission,Adult,PreK-12 Free,Constitution High School,19106,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,2670,2670,Constitution High School,"Brianna Dunn
Sector District",District,Network 12,Network 12,District 1,9-12,Citywide,High School,401,413.0,0.3,5.5,63.8,19.7,5.7,0.0,5.0,13.0,8.0,82.3,58.4,75.0,28.3,58.4,3.0,98.0,32.0,35.1,65.6,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2670%5D_SP_SPREE_SPOTlight.pdf
